Birleşik Belirtiler;Triyaj Cevap
idrar yaparken çok şiddetli yanma ve sancı var ve başım dönüyor;🟡 ORTA RİSK: İdrar yolu enfeksiyonu belirtisidir. Bir Üroloji uzmanına görünerek idrar tahlili yaptırmanız ve uygun tedaviye başlamanız önerilir.
sol kolum uyuşuyor ve kalbim çok sıkışıyor şikayetim var;🔴 ACİL DURUM: Kardiyak bir kriz belirtisidir. Vakit kaybetmeden bir yakınınızdan yardım isteyin ve en yakın hastanenin acil servisine başvurun.
iyiyim şu an hiçbir sağlık şikayetim yok ve başım dönüyor;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
bilincim bulanık nerede olduğumu hatırlayamıyorum;🔴 ACİL DURUM: Akut bilinç bulanıklığı. Ciddi bir nörolojik veya metabolik sorun olabilir. Acilen tıbbi yardım almanız gerekmektedir.
burnum akıyor hapşırıyorum ve biraz halsizim ve başım dönüyor;🟢 DÜŞÜK RİSK: Mevsimsel nezle veya viral bir durum. Bol sıvı tüketin, C vitamini alın ve istirahat edin. Belirtiler şiddetlenirse aile hekimine danışın.
vücudumda hafif kaşıntı ve kızarıklıklar var ve başım dönüyor;🟢 DÜŞÜK RİSK: Hafif bir alerjik reaksiyon olabilir. Yakın zamanda yediğiniz gıdaları kontrol edin, yayılma olursa Cildiye uzmanına görünün.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum şikayetim var;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
karnımın sağ alt tarafı çok şiddetli ağrıyor ayrıca biraz halsizim;🟡 ORTA RİSK: Apandisit şüphesi olabilir. Durumun netleşmesi için Genel Cerrahi bölümüne muayene olmanız ve ultrason çektirmeniz önerilir.
fışkırır tarzda durdurulamayan bir kanamam var;🔴 ACİL DURUM: Şiddetli damar kanaması! Temiz bir bezle yaranın üzerine sertçe bastırın ve derhal en yakın acil servise gidin.
iyiyim şu an hiçbir sağlık şikayetim yok durumu yaşıyorum;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
hafif bir baş ağrım var sanırım uykusuz kaldım şikayetim var;🟢 DÜŞÜK RİSK: Stres veya yorgunluk kaynaklı baş ağrısı. Karanlık ve sessiz bir ortamda uyumak size iyi gelecektir.
dün ağır spor yaptım bugün her yerim sızlıyor ve başım dönüyor;🟢 DÜŞÜK RİSK: Yoğun egzersiz sonrası kas yorgunluğu. Magnezyum desteği alabilir, ılık bir duş sonrası dinlenebilirsiniz.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum durumu yaşıyorum;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
burnum akıyor hapşırıyorum ve biraz halsizim şikayetim var;🟢 DÜŞÜK RİSK: Mevsimsel nezle veya viral bir durum. Bol sıvı tüketin, C vitamini alın ve istirahat edin. Belirtiler şiddetlenirse aile hekimine danışın.
fışkırır tarzda durdurulamayan bir kanamam var;🔴 ACİL DURUM: Şiddetli damar kanaması! Temiz bir bezle yaranın üzerine sertçe bastırın ve derhal en yakın acil servise gidin.
kendimi gayet enerjik ve sağlıklı hissediyorum durumu yaşıyorum;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
kendimi gayet enerjik ve sağlıklı hissediyorum şikayetim var;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
idrar yaparken çok şiddetli yanma ve sancı var ve midem bulanıyor;🟡 ORTA RİSK: İdrar yolu enfeksiyonu belirtisidir. Bir Üroloji uzmanına görünerek idrar tahlili yaptırmanız ve uygun tedaviye başlamanız önerilir.
dün ağır spor yaptım bugün her yerim sızlıyor ve midem bulanıyor;🟢 DÜŞÜK RİSK: Yoğun egzersiz sonrası kas yorgunluğu. Magnezyum desteği alabilir, ılık bir duş sonrası dinlenebilirsiniz.
idrarım çok koyulaştı ve göz aklarım sarardı şikayetim var;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum şikayetim var;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
yüzümde ani bir kayma oldu ve konuşamıyorum ve midem bulanıyor;🔴 ACİL DURUM: İnme (felç) şüphesi! İlk müdahale dakikalar içinde yapılmalıdır. Lütfen hemen 112 acil yardımı çağırın.
günlerdir geçmeyen şiddetli baş ağrısı ve kusma var şikayetim var;🟡 ORTA RİSK: Tansiyon yüksekliği veya nörolojik bir durum olabilir. Nöroloji bölümünden randevu almanız önerilir.
iyiyim şu an hiçbir sağlık şikayetim yok ve başım dönüyor;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
kendimi gayet enerjik ve sağlıklı hissediyorum ve başım dönüyor;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
kendimi gayet enerjik ve sağlıklı hissediyorum ve başım dönüyor;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
bilincim bulanık nerede olduğumu hatırlayamıyorum;🔴 ACİL DURUM: Akut bilinç bulanıklığı. Ciddi bir nörolojik veya metabolik sorun olabilir. Acilen tıbbi yardım almanız gerekmektedir.
sol kolum uyuşuyor ve kalbim çok sıkışıyor ve midem bulanıyor;🔴 ACİL DURUM: Kardiyak bir kriz belirtisidir. Vakit kaybetmeden bir yakınınızdan yardım isteyin ve en yakın hastanenin acil servisine başvurun.
kulağımdan iltihap geliyor ve iç tarafı çok ağrıyor durumu yaşıyorum;🟡 ORTA RİSK: Orta kulak iltihabı (Otis) olabilir. İşitme kaybı riskine karşı KBB uzmanına muayene olmanız gerekir.
bilincim bulanık nerede olduğumu hatırlayamıyorum ve başım dönüyor;🔴 ACİL DURUM: Akut bilinç bulanıklığı. Ciddi bir nörolojik veya metabolik sorun olabilir. Acilen tıbbi yardım almanız gerekmektedir.
şu an bir sorunum yok her şey yolunda gidiyor ve midem bulanıyor;✅ SAĞLIKLI: Çok sevindirici. Sağlıklı yaşam alışkanlıklarınızı sürdürmenizi dileriz. Bir şikayetiniz olursa tekrar danışabilirsiniz.
yüzümde ani bir kayma oldu ve konuşamıyorum;🔴 ACİL DURUM: İnme (felç) şüphesi! İlk müdahale dakikalar içinde yapılmalıdır. Lütfen hemen 112 acil yardımı çağırın.
idrarım çok koyulaştı ve göz aklarım sarardı ayrıca biraz halsizim;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
iyiyim şu an hiçbir sağlık şikayetim yok durumu yaşıyorum;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
burnum akıyor hapşırıyorum ve biraz halsizim şikayetim var;🟢 DÜŞÜK RİSK: Mevsimsel nezle veya viral bir durum. Bol sıvı tüketin, C vitamini alın ve istirahat edin. Belirtiler şiddetlenirse aile hekimine danışın.
yüzümde ani bir kayma oldu ve konuşamıyorum ayrıca biraz halsizim;🔴 ACİL DURUM: İnme (felç) şüphesi! İlk müdahale dakikalar içinde yapılmalıdır. Lütfen hemen 112 acil yardımı çağırın.
sol kolum uyuşuyor ve kalbim çok sıkışıyor şikayetim var;🔴 ACİL DURUM: Kardiyak bir kriz belirtisidir. Vakit kaybetmeden bir yakınınızdan yardım isteyin ve en yakın hastanenin acil servisine başvurun.
hafif bir baş ağrım var sanırım uykusuz kaldım şikayetim var;🟢 DÜŞÜK RİSK: Stres veya yorgunluk kaynaklı baş ağrısı. Karanlık ve sessiz bir ortamda uyumak size iyi gelecektir.
yüzümde ani bir kayma oldu ve konuşamıyorum ayrıca biraz halsizim;🔴 ACİL DURUM: İnme (felç) şüphesi! İlk müdahale dakikalar içinde yapılmalıdır. Lütfen hemen 112 acil yardımı çağırın.
kendimi gayet enerjik ve sağlıklı hissediyorum;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
idrarım çok koyulaştı ve göz aklarım sarardı ve başım dönüyor;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
idrarım çok koyulaştı ve göz aklarım sarardı durumu yaşıyorum;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
vücudumda hafif kaşıntı ve kızarıklıklar var durumu yaşıyorum;🟢 DÜŞÜK RİSK: Hafif bir alerjik reaksiyon olabilir. Yakın zamanda yediğiniz gıdaları kontrol edin, yayılma olursa Cildiye uzmanına görünün.
bilincim bulanık nerede olduğumu hatırlayamıyorum şikayetim var;🔴 ACİL DURUM: Akut bilinç bulanıklığı. Ciddi bir nörolojik veya metabolik sorun olabilir. Acilen tıbbi yardım almanız gerekmektedir.
vücudumda hafif kaşıntı ve kızarıklıklar var;🟢 DÜŞÜK RİSK: Hafif bir alerjik reaksiyon olabilir. Yakın zamanda yediğiniz gıdaları kontrol edin, yayılma olursa Cildiye uzmanına görünün.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum durumu yaşıyorum;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
iyiyim şu an hiçbir sağlık şikayetim yok;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
karnımın sağ alt tarafı çok şiddetli ağrıyor şikayetim var;🟡 ORTA RİSK: Apandisit şüphesi olabilir. Durumun netleşmesi için Genel Cerrahi bölümüne muayene olmanız ve ultrason çektirmeniz önerilir.
boğazım hafif yanıyor ve kuru öksürüğüm var şikayetim var;🟢 DÜŞÜK RİSK: Farenjit veya boğaz tahrişi başlangıcı. Adaçayı ve ılık içecekler tüketin, boğazınızı sıcak tutun ve dinlenin.
idrar yaparken çok şiddetli yanma ve sancı var şikayetim var;🟡 ORTA RİSK: İdrar yolu enfeksiyonu belirtisidir. Bir Üroloji uzmanına görünerek idrar tahlili yaptırmanız ve uygun tedaviye başlamanız önerilir.
hafif bir baş ağrım var sanırım uykusuz kaldım şikayetim var;🟢 DÜŞÜK RİSK: Stres veya yorgunluk kaynaklı baş ağrısı. Karanlık ve sessiz bir ortamda uyumak size iyi gelecektir.
idrar yaparken çok şiddetli yanma ve sancı var ve midem bulanıyor;🟡 ORTA RİSK: İdrar yolu enfeksiyonu belirtisidir. Bir Üroloji uzmanına görünerek idrar tahlili yaptırmanız ve uygun tedaviye başlamanız önerilir.
karnımın sağ alt tarafı çok şiddetli ağrıyor ve başım dönüyor;🟡 ORTA RİSK: Apandisit şüphesi olabilir. Durumun netleşmesi için Genel Cerrahi bölümüne muayene olmanız ve ultrason çektirmeniz önerilir.
kendimi gayet enerjik ve sağlıklı hissediyorum ve başım dönüyor;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
boğazım hafif yanıyor ve kuru öksürüğüm var ayrıca biraz halsizim;🟢 DÜŞÜK RİSK: Farenjit veya boğaz tahrişi başlangıcı. Adaçayı ve ılık içecekler tüketin, boğazınızı sıcak tutun ve dinlenin.
boğazım hafif yanıyor ve kuru öksürüğüm var ayrıca biraz halsizim;🟢 DÜŞÜK RİSK: Farenjit veya boğaz tahrişi başlangıcı. Adaçayı ve ılık içecekler tüketin, boğazınızı sıcak tutun ve dinlenin.
kulağımdan iltihap geliyor ve iç tarafı çok ağrıyor ayrıca biraz halsizim;🟡 ORTA RİSK: Orta kulak iltihabı (Otis) olabilir. İşitme kaybı riskine karşı KBB uzmanına muayene olmanız gerekir.
idrarım çok koyulaştı ve göz aklarım sarardı ayrıca biraz halsizim;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
günlerdir geçmeyen şiddetli baş ağrısı ve kusma var ve başım dönüyor;🟡 ORTA RİSK: Tansiyon yüksekliği veya nörolojik bir durum olabilir. Nöroloji bölümünden randevu almanız önerilir.
hafif bir baş ağrım var sanırım uykusuz kaldım ve midem bulanıyor;🟢 DÜŞÜK RİSK: Stres veya yorgunluk kaynaklı baş ağrısı. Karanlık ve sessiz bir ortamda uyumak size iyi gelecektir.
dün ağır spor yaptım bugün her yerim sızlıyor;🟢 DÜŞÜK RİSK: Yoğun egzersiz sonrası kas yorgunluğu. Magnezyum desteği alabilir, ılık bir duş sonrası dinlenebilirsiniz.
iyiyim şu an hiçbir sağlık şikayetim yok ayrıca biraz halsizim;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
şu an bir sorunum yok her şey yolunda gidiyor ayrıca biraz halsizim;✅ SAĞLIKLI: Çok sevindirici. Sağlıklı yaşam alışkanlıklarınızı sürdürmenizi dileriz. Bir şikayetiniz olursa tekrar danışabilirsiniz.
iyiyim şu an hiçbir sağlık şikayetim yok;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
iyiyim şu an hiçbir sağlık şikayetim yok ayrıca biraz halsizim;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
şu an bir sorunum yok her şey yolunda gidiyor şikayetim var;✅ SAĞLIKLI: Çok sevindirici. Sağlıklı yaşam alışkanlıklarınızı sürdürmenizi dileriz. Bir şikayetiniz olursa tekrar danışabilirsiniz.
fışkırır tarzda durdurulamayan bir kanamam var durumu yaşıyorum;🔴 ACİL DURUM: Şiddetli damar kanaması! Temiz bir bezle yaranın üzerine sertçe bastırın ve derhal en yakın acil servise gidin.
burnum akıyor hapşırıyorum ve biraz halsizim şikayetim var;🟢 DÜŞÜK RİSK: Mevsimsel nezle veya viral bir durum. Bol sıvı tüketin, C vitamini alın ve istirahat edin. Belirtiler şiddetlenirse aile hekimine danışın.
dizimin üzerine düştüm çok şişti ve basamıyorum şikayetim var;🟡 ORTA RİSK: Dizde kırık, çatlak veya bağ kopması olabilir. Ortopedi ve Travmatoloji bölümüne başvurarak röntgen çektirmeniz uygun olacaktır.
kulağımdan iltihap geliyor ve iç tarafı çok ağrıyor;🟡 ORTA RİSK: Orta kulak iltihabı (Otis) olabilir. İşitme kaybı riskine karşı KBB uzmanına muayene olmanız gerekir.
bilincim bulanık nerede olduğumu hatırlayamıyorum ve midem bulanıyor;🔴 ACİL DURUM: Akut bilinç bulanıklığı. Ciddi bir nörolojik veya metabolik sorun olabilir. Acilen tıbbi yardım almanız gerekmektedir.
kulağımdan iltihap geliyor ve iç tarafı çok ağrıyor ve midem bulanıyor;🟡 ORTA RİSK: Orta kulak iltihabı (Otis) olabilir. İşitme kaybı riskine karşı KBB uzmanına muayene olmanız gerekir.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum ayrıca biraz halsizim;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum ve başım dönüyor;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
kendimi gayet enerjik ve sağlıklı hissediyorum ve midem bulanıyor;✅ SAĞLIKLI: Harika! Herhangi bir sağlık sorunu belirtisi göstermiyorsunuz. Rutin kontrollerinizi ihmal etmeden yaşamınıza devam edebilirsiniz.
şu an bir sorunum yok her şey yolunda gidiyor ve midem bulanıyor;✅ SAĞLIKLI: Çok sevindirici. Sağlıklı yaşam alışkanlıklarınızı sürdürmenizi dileriz. Bir şikayetiniz olursa tekrar danışabilirsiniz.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum ayrıca biraz halsizim;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
iyiyim şu an hiçbir sağlık şikayetim yok ve başım dönüyor;✅ SAĞLIKLI: Genel sağlık durumunuz oldukça iyi görünüyor. Formunuzu korumak için düzenli uyku ve dengeli beslenmeye devam edin.
karnımın sağ alt tarafı çok şiddetli ağrıyor durumu yaşıyorum;🟡 ORTA RİSK: Apandisit şüphesi olabilir. Durumun netleşmesi için Genel Cerrahi bölümüne muayene olmanız ve ultrason çektirmeniz önerilir.
vücudumda hafif kaşıntı ve kızarıklıklar var durumu yaşıyorum;🟢 DÜŞÜK RİSK: Hafif bir alerjik reaksiyon olabilir. Yakın zamanda yediğiniz gıdaları kontrol edin, yayılma olursa Cildiye uzmanına görünün.
karnımın sağ alt tarafı çok şiddetli ağrıyor şikayetim var;🟡 ORTA RİSK: Apandisit şüphesi olabilir. Durumun netleşmesi için Genel Cerrahi bölümüne muayene olmanız ve ultrason çektirmeniz önerilir.
göğsümde sıkışma ve şiddetli ağrı var nefes alamıyorum ve başım dönüyor;🔴 ACİL DURUM: Kalp krizi riski yüksek! Hareket etmeyi bırakın, derin nefes almaya çalışın ve derhal 112'yi arayın. En yakın acil servise nakliniz hayati önem taşımaktadır.
boğazım hafif yanıyor ve kuru öksürüğüm var ayrıca biraz halsizim;🟢 DÜŞÜK RİSK: Farenjit veya boğaz tahrişi başlangıcı. Adaçayı ve ılık içecekler tüketin, boğazınızı sıcak tutun ve dinlenin.
yüzümde ani bir kayma oldu ve konuşamıyorum şikayetim var;🔴 ACİL DURUM: İnme (felç) şüphesi! İlk müdahale dakikalar içinde yapılmalıdır. Lütfen hemen 112 acil yardımı çağırın.
idrarım çok koyulaştı ve göz aklarım sarardı durumu yaşıyorum;🟡 ORTA RİSK: Karaciğer veya safra yollarında bir tıkanıklık olabilir. Dahiliye (İç Hastalıkları) uzmanına görünmeniz gerekmektedir.
